albumot	NOUN<CAS<ACC>>	album	O
egyben	ADV	egyben	O
megvásárolta	VERB<PAST><DEF>	megvásárol	O
.	PUNCT	.	O

A	ART	a	O
nem	ADV	nem	O
az	ART	a	O
Egyesült	ADJ	egyesült	B-LOC
Államokban	NOUN<CAS<INE>>	államok	I-LOC
megjelent	ADJ	megjelent	O
(	PUNCT	(	O
importált	ADJ	importál	O
)	PUNCT	)	O
albumok	NOUN<PLUR>	album	O
nem	ADV	nem	O
számítanak	VERB<PLUR>	számít	O
bele	PREV	bele	O
a	ART	a	O
listába	NOUN<CAS<ILL>>	lista	O
.	PUNCT	.	O

A	ART	a	O
heti	ADJ	heti	O
frissítésű	ADJ	friss	O
rangsor	NOUN	rangsor	O
első	NUM	egy[ordinal]	O
listavezetője	NOUN<POSS>	listavezető	O
Harry	NOUN	harry	B-PER
Belafonte	NOUN	belafonte	I-PER
Belafonte	NOUN	belafonte	B-PER
című	ADJ	című	O
albuma	NOUN<POSS>	album	O
volt	VERB<PAST>	van	O
.	PUNCT	.	O

Az	ART	a	O
éves	ADJ	éves	O
összesítések	NOUN<PLUR>	összesítés	O
számítása	NOUN<POSS>	számítás	O
némileg	ADV	némileg	O
eltér	VERB	eltér	O
a	ART	a	O
naptári	ADJ	naptári	O
évtől	NOUN<CAS<ABL>>	év	O
,	PUNCT	,	O
december	NOUN	december	O
elejétől	NOUN<POSS><CAS<ABL>>	eleje	O
november	NOUN	november	O
végéig	NOUN<POSS><CAS<TER>>	vég	O
tart	VERB	tart	O
,	PUNCT	,	O
azért	CONJ	azért	O
hogy	CONJ	hogy	O
a	ART	a	O
kiadónak	NOUN<CAS<DAT>>	kiadó	O
elég	ADV	elég	O
ideje	NOUN<POSS>	idő	O
legyen	VERB<SUBJUNC-IMP>	van	O
az	ART	a	O
éves	ADJ	éves	O
összesítéseket	NOUN<PLUR><CAS<ACC>>	összesítés	O
még	ADV	még	O
az	ART	a	O
év	NOUN	év	O
vége	NOUN<POSS>	vég	O
előtti	ADJ	előtt	O
,	PUNCT	,	O
utolsó	NOUN	utolsó	O
decemberi	ADJ	decemberi	O
számban	NOUN<CAS<INE>>	szám	O
kiadni	VERB<INF>	kiad	O
.	PUNCT	.	O

A	ART	a	O
lista	NOUN	lista	O
nem	ADV	nem	O
tartalmaz	VERB	tartalmaz	O
pontos	ADJ	pontos	O
eladási	ADJ	eladás	O
számokat	NOUN<PLUR><CAS<ACC>>	szám	O
,	PUNCT	,	O
így	CONJ	így	O
nem	ADV	nem	O
lehet	VERB	lehet	O
tudni	VERB<INF>	tud	O
,	PUNCT	,	O
hogy	CONJ	hogy	O
pl.	PREP	pl.	O
az	ART	a	O
első	NUM	egy[ordinal]	O
és	CONJ	és	O
a	ART	a	O
második	NUM	kettő	O
helyezett	NOUN	helyezett	O
között	POSTP	között	O
több	NUM	sok	O
százezres	ADJ	százezr	O
vagy	CONJ	vagy	O
csak	ADV	csak	O
tucatnyi	ADJ	tucatnyi	O
különbség	NOUN	különbség	O
van	VERB	van	O
.	PUNCT	.	O

Ugyanígy	ADV	ugyanígy	O
nem	ADV	nem	O
lehet	VERB	lehet	O
összevetni	VERB<INF>	összevet	O
pl.	PREP	pl.	O
az	ART	a	O
előző	ADJ	előző	O
év	NOUN	év	O
azonos	ADJ	azonos	O
időszakával	NOUN<POSS><CAS<INS>>	időszak	O
vagy	CONJ	vagy	O
korábban	ADV	korábban	O
szerepelt	VERB<PAST>	szerepel	O
albumokkal	NOUN<PLUR><CAS<INS>>	album	O
a	ART	a	O
lista	NOUN	lista	O
szereplőit	NOUN<PLUR><POSS><CAS<ACC>>	szereplő	O
.	PUNCT	.	O

Az	ART	a	O
1980-as	NOUN	1980-as	O
években	NOUN<PLUR><CAS<INE>>	év	O
egy	ART	egy	O
alkalommal	NOUN<CAS<INS>>	alkalom	O
a	ART	a	O
Led	NOUN	led	B-ORG
Zeppelin	NOUN	zeppelin	I-ORG
addig	CONJ	addig	O
megjelent	ADJ	megjelent	O
összes	ADJ	összes	O
(	PUNCT	(	O
kilenc	NUM	kilenc	O
)	PUNCT	)	O
albuma	NOUN<POSS>	album	O
egyszerre	ADV	egyszerre	O
szerepelt	VERB<PAST>	szerepel	O
a	ART	a	O
200-as	NOUN	200-as	O
lista	NOUN	lista	O
különböző	ADJ	különböző	O
pozícióiban	NOUN<PLUR><POSS><CAS<INE>>	pozíció	O
.	PUNCT	.	O

Addig	CONJ	addig	O
ez	NOUN	ez	O
volt	VERB<PAST>	van	O
a	ART	a	O
legtöbb	NUM	sok	O
lemez	NOUN	lemez	O
is	ADV	is	O
egyúttal	ADV	egyúttal	O
egyszerre	ADV	egyszerre	O
a	ART	a	O
listán	NOUN<CAS<SUE>>	lista	O
ugyanattól	NOUN<CAS<ABL>>	ugyanaz	O
az	ART	a	O
előadótól	NOUN<CAS<ABL>>	előadó	O
,	PUNCT	,	O
később	ADV	később	O
a	ART	a	O
Pearl	NOUN	pearl	B-ORG
Jam	NOUN	jam	I-ORG
sorozatban	NOUN<CAS<INE>>	sorozat	O
kiadott	ADJ	kiad	O
koncertalbumai	NOUN<PLUR><POSS>	koncertalbum	O
döntötték	VERB<PAST><PLUR><DEF>	dönt	O
meg	PREV	meg	O
ezt	NOUN<CAS<ACC>>	ez	O
a	ART	a	O
rekordot	NOUN<CAS<ACC>>	rekord	O
.	PUNCT	.	O

Britney	NOUN	britney	B-PER
Spears	NOUN	spears	I-PER
és	CONJ	és	O
Alicia	NOUN	alicia	B-PER
Keys	NOUN	keys	I-PER
az	NOUN	az	O
a	ART	a	O
2	NUM	2	O
női	ADJ	női	O
előadó	NOUN	előadó	O
,	PUNCT	,	O
akinek	NOUN<CAS<DAT>>	aki	O
első	NUM	egy[ordinal]	O
négy	NUM	négy	O
albuma	NOUN<POSS>	album	O
az	ART	a	O
első	NUM	egy[ordinal]	O
helyen	NOUN<CAS<SUE>>	hely	O
nyitott	VERB<PAST>	nyit	O
,	PUNCT	,	O
ötödik	NUM	öt	O
lemeze	NOUN<POSS>	lemez	O
mindkettejüknek	NOUN<POSS<PLUR>><CAS<DAT>>	mindkettej	O
csak	ADV	csak	O
a	ART	a	O
2.	NUM	2	O
helyre	PREV	helyre	O
került	VERB<PAST>	kerül	O
a	ART	a	O
megjelenés	NOUN	megjelenés	O
hetében	NOUN<POSS><CAS<INE>>	hét	O
.	PUNCT	.	O

Az	ART	a	O
egyetlen	ADJ	egyetlen	O
együttes	NOUN	együttes	O
,	PUNCT	,	O
amelynek	NOUN<CAS<DAT>>	amely	O
öt	NUM	öt	O
egymás	NOUN	egymás	O
utáni	ADJ	után	O
stúdióalbuma	NOUN<POSS>	stúdióalbum	O
mind	CONJ	mind	O
listavezetőként	NOUN<CAS<FOR>>	listavezető	O
nyitott	VERB<PAST>	nyit	O
a	ART	a	O
megjelenéskor	NOUN<CAS<TEM>>	megjelenés	O
,	PUNCT	,	O
a	ART	a	O
Metallica	NOUN	metallica	B-ORG
.	PUNCT	.	O

Bár	CONJ	bár	O
színképe	NOUN<POSS>	színkép	O
szerint	POSTP	szerint	O
fehér	ADJ	fehér	O
csillag	NOUN	csillag	O
,	PUNCT	,	O
az	ART	a	O
északi	ADJ	északi	O
féltekén	NOUN<CAS<SUE>>	félteke	O
élők	NOUN<PLUR>	élő	O
számára	POSTP	számára	O
sokszor	ADV	sok	O
vörösesnek	ADJ<CAS<DAT>>	vöröses	O
tűnik	VERB	tűnik	O
,	PUNCT	,	O
ami	NOUN	ami	O
alacsony	ADJ	alacsony	O
deklinációjának	NOUN<POSS><CAS<DAT>>	deklináció	O
(	PUNCT	(	O
−29,6°	NOUN	−29,6°	O
)	PUNCT	)	O
és	CONJ	és	O
a	ART	a	O
szennyezett	ADJ	szennyez	O
légkör	NOUN	légkör	O
hatásának	NOUN<POSS><CAS<DAT>>	hat	O
tudható	ADJ	tudható	O
be	PREV	be	O
.	PUNCT	.	O

A	ART	a	O
Fomalhaut	NOUN	fomalhaut	B-MISC
viszonylag	ADV	viszonylag	O
fiatal	ADJ	fiatal	O
csillag	NOUN	csillag	O
,	PUNCT	,	O
200-300	NUM	200-300	O
millió	NUM	millió	O
éve	NOUN<POSS>	év	O
keletkezhetett	VERB<MODAL><PAST>	keletkezik	O
,	PUNCT	,	O
feltételezett	ADJ	feltételezett	O
élettartama	NOUN<POSS>	élettartam	O
rövid	ADJ	rövid	O
,	PUNCT	,	O
mintegy	ADV	mintegy	O
1	NUM	1	O
milliárd	NUM	milliárd	O
év	NOUN	év	O
.	PUNCT	.	O

Felszíni	ADJ	felszíni	O
hőmérséklete	NOUN<POSS>	hőmérséklet	O
8500	NUM	8500	O
kelvin	NOUN	kelvin	O
.	PUNCT	.	O

A	ART	a	O
mű	NOUN	mű	O
a	ART	a	O
magyar	ADJ	magyar	O
színháztörténet	NOUN	színháztörténet	O
egyik	NOUN	egyik	O
klasszikus	ADJ	klasszikus	O
értékévé	NOUN<POSS><CAS<TRA>>	érték	O
vált	VERB<PAST>	válik	O
.	PUNCT	.	O

A	ART	a	O
darab	NOUN	darab	O
librettóját	NOUN<POSS><CAS<ACC>>	librettó	O
Radnóti	NOUN	radnóti	B-PER
Miklós	NOUN	miklós	I-PER
sorsa	NOUN<POSS>	sors	O
ihlette	VERB<PAST><DEF>	ihlet	O
.	PUNCT	.	O

A	ART	a	O
színdarabból	NOUN<CAS<ELA>>	színdarab	O
1967-ben	NUM<CAS<INE>>	1967	O
film	NOUN	film	O
készült	VERB<PAST>	készül	O
.	PUNCT	.	O

Didaktikus	ADJ	didaktikus	O
vonások	NOUN<PLUR>	vonás	O
,	PUNCT	,	O
érdekes	ADJ	érdekes	O
cselekmény	NOUN	cselekmény	O
jellemzi	VERB<DEF>	jellemez	O
utópisztikus	ADJ	utópisztikus	O
és	CONJ	és	O
ifjúsági	ADJ	ifjúság	O
regényeit	NOUN<PLUR><POSS><CAS<ACC>>	regény	O
.	PUNCT	.	O

Éljünk	VERB<SUBJUNC-IMP><PERS<1>><PLUR>	él	O
magunknak	NOUN<PERS<1>><PLUR><CAS<DAT>>	mi	O
?	PUNCT	?	O

Csendes	ADJ	csendes	O
ellenforradalom	NOUN	ellenforradalom	O
(	PUNCT	(	O
ifj.	NOUN	ifj.	O

Ki	PREV	ki	O
kicsoda	NOUN	kicsoda	O
a	ART	a	O
magyar	ADJ	magyar	O
irodalomban	NOUN<CAS<INE>>	irodalom	O
?	PUNCT	?	O

1978-ban	NUM<CAS<INE>>	1978	O
visszavonult	ADJ	visszavonult	O
.	PUNCT	.	O

Legjobb	ADJ	jó	O
idényében	NOUN<POSS><CAS<INE>>	idény	O
14	NUM	14	O
gólt	NOUN<CAS<ACC>>	gól	O
és	CONJ	és	O
24	NUM	24	O
pontot	NOUN<CAS<ACC>>	pont	O
szerzett	VERB<PAST>	szerez	O
.	PUNCT	.	O

A	ART	a	O
függetlenség	NOUN	függetlenség	O
kivívás	NOUN	kivív	O
után	POSTP	után	O
a	ART	a	O
szavazópolgárok	NOUN<PLUR>	szavazópolgár	O
14	NUM	14	O
szenátort	NOUN<CAS<ACC>>	szenátor	O
és	CONJ	és	O
29	NUM	29	O
képviselőt	NOUN<CAS<ACC>>	képviselő	O
választottak	VERB<PAST><PLUR>	választ	O
meg	PREV	meg	O
,	PUNCT	,	O
valamint	CONJ	valamint	O
egy	ART	egy	O
elnököt	NOUN<CAS<ACC>>	elnök	O
és	CONJ	és	O
egy	ART	egy	O
alelnököt	NOUN<CAS<ACC>>	alelnök	O
,	PUNCT	,	O
két	NUM	kettő	O
éves	ADJ	éves	O
periódusokra	NOUN<PLUR><CAS<SBL>>	periódus	O
.	PUNCT	.	O

A	ART	a	O
település	NOUN	település	O
az	ART	a	O
1836-os	ADJ	1836	O
konvenció	NOUN	konvenció	O
révén	POSTP	révén	O
lett	VERB<PAST>	van	O
híres	ADJ	hír	O
,	PUNCT	,	O
itt	ADV	itt	O
írták	VERB<PAST><PLUR><DEF>	ír	O
alá	PREV	alá	O
a	ART	a	O
texasi	ADJ	texas	O
függetlenségi	ADJ	függetlenségi	O
nyilatkozatot	NOUN<CAS<ACC>>	nyilatkozat	O
.	PUNCT	.	O

A	ART	a	O
település	NOUN	település	O
neve	NOUN<POSS>	név	O
a	ART	a	O
Potomac	NOUN	potomac	B-LOC
menti	ADJ	ment	I-LOC
Washingtontól	NOUN<CAS<ABL>>	washington	I-LOC
való	ADJ	való	O
megkülönböztetésére	NOUN<POSS><CAS<SBL>>	megkülönböztetés	O
szolgál	VERB	szolgál	O
.	PUNCT	.	O

A	ART	a	O
pénzlevelő	ADJ	pénzlev	O
pilea	NOUN	pilea	O
egy	ART	egy	O
szívós	ADJ	szívós	O
,	PUNCT	,	O
gyom	NOUN	gyom	O
jellegű	ADJ	jellegű	O
növény	NOUN	növény	O
.	PUNCT	.	O

A	ART	a	O
levélnyél	NOUN	levélnyél	O
zöldes	ADJ	zöld	O
,	PUNCT	,	O
néha	ADV	néha	O
barnás	ADJ	barna	O
színű	ADJ	színű	O
,	PUNCT	,	O
rendszerint	ADV	rendszerint	O
1–17	NUM	1–17	O
cm	NOUN	cm	O
,	PUNCT	,	O
de	CONJ	de	O
néha	ADV	néha	O
akár	ADV	akár	O
a	ART	a	O
30	NUM	30	O
cm	NOUN	cm	O
hosszúságot	NOUN<CAS<ACC>>	hosszúság	O
is	ADV	is	O
elérheti	VERB<MODAL><DEF>	elér	O
.	PUNCT	.	O

A	ART	a	O
teljes	ADJ	teljes	O
növény	NOUN	növény	O
csupasz	ADJ	csupasz	O
,	PUNCT	,	O
sehol	ADV	sehol	O
sem	ADV	sem	O
borítják	VERB<PLUR><DEF>	borít	O
szőrök	NOUN<PLUR>	szőr	O
.	PUNCT	.	O

A	ART	a	O
pénzlevelű	ADJ	pénzlevel	O
pileát	NOUN<CAS<ACC>>	pileá	O
szobanövényként	NOUN<CAS<FOR>>	szobanövény	O
hasznosítják	VERB<PLUR><DEF>	hasznosít	O
.	PUNCT	.	O

Hamar	ADV	hamar	O
és	CONJ	és	O
jól	ADV	jól	O
növeszt	VERB	növeszt	O
gyökér	NOUN	gyökér	O
és	CONJ	és	O
törzssarjakat	NOUN	törzssarjakat	O
.	PUNCT	.	O

A	ART	a	O
sarjak	NOUN<PLUR>	sarj	O
szétültetésével	NOUN<POSS><CAS<INS>>	szétültet	O
könnyedén	ADV	könnyedén	O
szaporíthatóak	ADJ<PLUR>	szaporít	O
.	PUNCT	.	O

Kedvelt	ADJ	kedvelt	O
úgynevezett	CONJ	úgynevezett	O
ajándéknövény	NOUN	ajándéknövény	O
,	PUNCT	,	O
amit	NOUN<CAS<ACC>>	ami	O
barátság	NOUN	barátság	O
jelképéül	NOUN<POSS><CAS<ESS>>	jelkép	O
vagy	CONJ	vagy	O
szerencsehozónak	NOUN	szerencsehozónak	O
szoktak	VERB<PAST><PLUR>	szokik	O
átadni	VERB<INF>	átad	O
.	PUNCT	.	O

Mivel	CONJ	mivel	O
szereti	VERB<DEF>	szeret	O
az	ART	a	O
állandó	ADJ	állandó	O
hőmérsékletet	NOUN<CAS<ACC>>	hőmérséklet	O
és	CONJ	és	O
magas	ADJ	magas	O
páratartalmat	NOUN<CAS<ACC>>	páratartalom	O
,	PUNCT	,	O
kiválóan	ADV	kiváló	O
alkalmazható	ADJ	alkalmazható	O
terráriumokban	NOUN<PLUR><CAS<INE>>	terrárium	O
.	PUNCT	.	O

A	ART	a	O
város	NOUN	város	O
története	NOUN<POSS>	történet	O
szorosan	ADV	szoros	O
kapcsolódik	VERB	kapcsolódik	O
a	ART	a	O
texasi	ADJ	texas	O
forradalomhoz	NOUN<CAS<ALL>>	forradalom	O
.	PUNCT	.	O

Velasco	NOUN	velasco	B-LOC
az	ART	a	O
amerikai	ADJ	amerikai	O
telepesek	NOUN<PLUR>	telepes	O
egyik	NOUN	egyik	O
első	NUM	egy[ordinal]	O
állomása	NOUN<POSS>	állomás	O
volt	VERB<PAST>	van	O
nyugat	NOUN	nyugat	O
felé	POSTP	felé	O
.	PUNCT	.	O

1836	NUM	1836	O
és	CONJ	és	O
1846	NUM	1846	O
között	POSTP	között	O
,	PUNCT	,	O
a	ART	a	O
Texasi	ADJ	texas	B-LOC
köztársaság	NOUN	köztársaság	I-LOC
megléte	NOUN<POSS>	meglét	O
alatt	POSTP	alatt	O
öt	NUM	öt	O
texasi	ADJ	texas	O
város	NOUN	város	O
viselt	VERB<PAST>	visel	O
ezt	NOUN<CAS<ACC>>	ez	O
a	ART	a	O
tisztséget	NOUN<CAS<ACC>>	tisztség	O
,	PUNCT	,	O
legutoljára	ADV	legutoljára	O
Austin	NOUN	austin	B-LOC
.	PUNCT	.	O

Két	NUM	kettő	O
lelkipásztor	NOUN	lelkipásztor	O
középső	ADJ	középső	O
gyermeke	NOUN<POSS>	gyermek	O
,	PUNCT	,	O
dzsesszesített	ADJ	dzsesszesít	O
egyházi	ADJ	egyház	O
zenén	NOUN<POSS><CAS<SUE>>	zen	O
nőtt	VERB<PAST>	nő	O
fel	PREV	fel	O
,	PUNCT	,	O
a	ART	a	O
templomi	ADJ	templomi	O
karban	PREV	karban	O
énekelt	VERB<PAST>	énekel	O
.	PUNCT	.	O

A	ART	a	O
zenei	ADJ	zenei	O
iparban	NOUN<CAS<INE>>	ipar	O
nyíltan	ADV	nyílt	O
beszélt	VERB<PAST>	beszél	O
a	ART	a	O
küzdelmeiről	NOUN<PLUR><POSS><CAS<DEL>>	küzdelem	O
.	PUNCT	.	O

A	ART	a	O
deréknadrágok	NOUN<PLUR>	deréknadrág	O
,	PUNCT	,	O
a	ART	a	O
nagy	ADJ	nagy	O
és	CONJ	és	O
feltűnő	ADJ	feltűnő	O
minták	NOUN<PLUR>	minta	O
,	PUNCT	,	O
az	ART	a	O
egyberészes	ADJ	egyberész	O
fürdőruha	NOUN	fürdőruha	O
,	PUNCT	,	O
a	ART	a	O
mélyen	ADV	mély	O
dekoltált	ADJ	dekoltált	O
,	PUNCT	,	O
pánt	NOUN	pánt	O
nélküli	ADJ	nélkül	O
felsőrészek	NOUN<PLUR>	felsőrész	O
,	PUNCT	,	O
a	ART	a	O
'	PUNCT	'	O
pörgősszoknyák	NOUN<PLUR>	pörgősszoknyá	O
'	PUNCT	'	O
,	PUNCT	,	O
virágos	ADJ	virág	O
hajdíszek	NOUN<PLUR>	hajdísz	O
,	PUNCT	,	O
óriási	ADJ	óriási	O
napszemüvegek	NOUN<PLUR>	napszemüveg	O
jellemzik	VERB<PLUR><DEF>	jellemez	O
öltözködését	NOUN<POSS><CAS<ACC>>	öltözködés	O
.	PUNCT	.	O

Az	ART	a	O
elnevezés	NOUN	elnevezés	O
két	NUM	kettő	O
tagjának	NOUN<POSS><CAS<DAT>>	tag	O
eredetét	NOUN<POSS><CAS<ACC>>	eredet	O
általában	ADV	általában	O
külön	ADV	külön	O
vizsgálják	VERB<PLUR><DEF>	vizsgál	O
,	PUNCT	,	O
mivel	CONJ	mivel	O
azok	NOUN<PLUR>	az	O
jelenlegi	ADJ	jelenlegi	O
formája	NOUN<POSS>	forma	O
több	NUM	sok	O
átalakuláson	NOUN<CAS<SUE>>	átalakulás	O
is	ADV	is	O
átmehetett	VERB<MODAL><PAST>	átmegy	O
.	PUNCT	.	O

A	ART	a	O
történészek	NOUN<PLUR>	történész	O
egy	ART	egy	O
része	NOUN<POSS>	rész	O
a	ART	a	O
fehérséget	NOUN<CAS<ACC>>	fehérség	O
a	ART	a	O
„	PUNCT	„	O
tisztasággal	NOUN<CAS<INS>>	tisztaság	O
”	PUNCT	”	O
köti	VERB<DEF>	köt	O
össze	PREV	össze	O
,	PUNCT	,	O
minthogy	CONJ	minthogy	O
ez	NOUN	ez	O
a	ART	a	O
terület	NOUN	terület	O
volt	VERB<PAST>	van	O
a	ART	a	O
ruszén	NOUN	ruszén	O
népcsoport	NOUN	népcsoport	O
központja	NOUN<POSS>	központ	O
.	PUNCT	.	O

